,name,Largest cavity diameter (?),Pore limiting diameter (?),Largest free pore diameter (?),Density (cm^3/g),Accessible Surface Area (m^2/cm^3),Accessible Surface Area (m^2/g),Nonaccessible Surface Area (m^2/cm^3),Nonaccessible surface area (m^2/g),Accessible volume volume fraction,Accessible Volume (cm^3/g),Nonaccessible Volume (cm^3/g),Metal type,Has open metal site,Type of open metal,Extension,overlap with Free solvent remove COREMOF,from CSD database,public,Has disorder,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,,,,,,,,
10309,SINXET_charged,4.94582,3.8237,4.93896,1.72217,738.404,428.763,0,0,0.4962,0.288124,0,Eu,No, ,charged,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310,SINZIA_clean,4.91536,2.60564,4.56994,1.25849,0,0,178.701,141.996,0.4288,0.340725,0,Co,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10311,SIPCID_clean,5.31594,4.0774,5.2787,1.47588,738.038,500.065,0,0,0.506,0.342845,0,Na,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312,SIPVOD_clean,3.92493,3.29925,3.90008,2.21172,0,0,54.3163,24.5584,0.3766,0.170274,0,U,Yes,U,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10313,SIPWUK_clean,3.80122,3.02694,3.78391,1.68555,0,0,211.871,125.699,0.4438,0.263297,0,"Ca,Cu",Yes,"Ca,Cu",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10314,SIQCOM_clean,4.78607,3.41332,4.77151,1.37032,965.525,704.599,0.103074,0.0752192,0.535,0.39042,0,"Cd,Cs",Yes,Cs,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10315,SIQCUS_clean,4.79944,3.35813,4.79944,1.37086,955.599,697.081,0,0,0.547,0.39902,0,"Cd,Cs",Yes,"Cd,Cs",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10316,SIQFED_clean,4.03685,3.30285,4.03344,2.45342,0,0,320.447,130.613,0.4164,0.169722,0,Zr,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10317,SIQFIH_clean,4.05766,3.29888,4.03501,2.45502,0,0,351.593,143.214,0.42,0.171078,0,Zr,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10318,SIQQEO_clean,5.38066,4.73377,5.38066,1.02212,1743.14,1705.42,0,0,0.596,0.583103,0,Sr,Yes,Sr,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10319,SIRBIG06_clean,4.1335,2.41665,4.1335,1.19674,0,0,446.555,373.142,0.5306,0.44337,0,Mg,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10320,SIRBIG07_clean,4.7082,2.80039,4.7082,1.11789,0,0,701.01,627.085,0.557,0.498261,0,Mg,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10321,SIRZUQ_clean,6.19917,3.14657,6.19917,1.64949,0,0,288.592,174.958,0.4238,0.256928,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10322,SISFEH_clean,4.41588,3.6646,4.35167,1.61069,592.834,368.062,0,0,0.4254,0.26411,0,"Sr,Ni",Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10323,SISPUH_clean,5.99511,5.1936,5.99511,1.69632,1257.02,741.025,0,0,0.5152,0.303716,0,Gd,Yes,Gd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10324,SISQAO_clean,5.99338,5.23289,5.99338,1.66873,1254.35,751.683,0,0,0.5178,0.310297,0,Eu,Yes,Eu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10325,SISQES_clean,5.97003,5.21528,5.97003,1.65966,1234.67,743.931,0,0,0.5184,0.312353,0,Sm,Yes,Sm,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10326,SISQIW_clean,6.00511,5.20372,6.00511,1.61583,1236.89,765.482,0,0,0.521,0.322434,0,Nd,Yes,Nd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10327,SITFUY_clean,18.15702,9.20943,18.15702,1.0054,1849.34,1839.41,0,0,0.7562,0.752141,0.000198926,Cu,Yes,Cu,clean,N,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10328,SITTUM_clean,6.67296,3.57209,6.58264,1.4371,626.277,435.791,0,0,0.4524,0.3148,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10329,SIVGAH_clean,5.64759,3.74556,5.63124,1.14128,1695.81,1485.89,0,0,0.6038,0.529056,0,Zn,No, ,clean,N,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10331,SIVGIP_clean,5.24448,3.98805,5.17797,1.10666,1685.18,1522.76,0,0,0.6024,0.544339,0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10332,SIVGOV_clean,5.24396,4.0676,5.24396,1.11955,1644.75,1469.11,0,0,0.6106,0.545397,0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10333,SIVGUB_clean,8.31266,6.47199,8.20556,0.679186,2443.34,3597.46,0,0,0.7546,1.11104,0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10334,SIVJIS_clean,6.47513,4.62269,6.40533,1.38853,1236.89,890.797,0,0,0.5274,0.379827,0,Cd,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10335,SIVKAK_clean,4.30972,3.83052,4.30972,1.95562,167.191,85.4925,0,0,0.4122,0.210777,0,"Ag,Mn",Yes,"Ag,Mn",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10336,SIVQAR_clean,8.43693,5.95196,8.03277,1.35381,1577.05,1164.9,0,0,0.616,0.455013,0,Cd,Yes,Cd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10337,SIVSOH_clean,5.26253,2.4934,5.26253,1.03652,0,0,415.182,400.553,0.5006,0.482961,0,Fe,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10338,SIVVAW_clean,5.08743,3.23479,5.07493,1.60763,0,0,602.076,374.512,0.4514,0.280786,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10339,SIVWUR_clean,4.87776,4.03318,4.87776,1.72206,462.742,268.715,0,0,0.3598,0.208936,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10341,SIWPUL11_clean,3.73937,3.20845,3.73937,1.4711,0,0,33.5218,22.7869,0.4754,0.32316,0,Mn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10343,SIWSUO_clean,4.95346,3.52092,4.93971,1.30798,969.125,740.933,0,0,0.499,0.381505,0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10344,SIWTEZ_clean,6.78942,4.98966,6.77665,1.39975,1050.66,750.605,0,0,0.4732,0.33806,0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10345,SIWTOJ_clean,4.72876,3.487,4.72876,1.43464,1201.3,837.352,0,0,0.525,0.365944,0,Cd,Yes,Cd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10348,SIWZOP_clean,3.50117,3.2101,3.48713,1.31981,0,0,29.3794,22.2604,0.4692,0.355507,0,Mg,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10346,SIWZOP01_clean,3.50826,3.23008,3.50408,1.31602,0,0,39.3751,29.9199,0.473,0.359418,0,Mg,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10347,SIWZOP02_clean,3.5184,3.24337,3.5184,1.31057,0,0,47.682,36.3826,0.476,0.3632,0,Mg,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10357,SIYXIH_clean,3.59608,2.59584,3.58983,1.56587,0,0,129.538,82.7261,0.4722,0.301558,0,Fe,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10356,SIYXIH10_clean,3.56925,2.56217,3.56925,1.55164,0,0,121.686,78.4237,0.473,0.304838,0,Fe,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10358,SIZGEO_clean,4.71719,3.11365,4.26779,1.80677,0,0,1041.57,576.483,0.5266,0.291459,0,Cd,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10359,SIZGIS_clean,4.75692,3.2057,4.74915,1.28748,0,0,1415.03,1099.07,0.5834,0.453132,0,Cd,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10360,SIZJUH_clean,6.46611,5.64692,6.46611,1.69172,651.341,385.016,66.1469,39.1003,0.474,0.280188,0,"Mo,Na",Yes,"Mo,Na",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10361,SIZNIA_clean,3.61491,2.52879,3.60925,1.28097,0,0,55.6649,43.4554,0.4664,0.3641,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10362,SIZPAT_charged,4.43551,2.83349,4.43551,1.7003,0,0,204.74,120.414,0.4006,0.235605,0,"Pr,Ni",No, ,charged,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10363,SIZPEX_charged,4.13148,2.5343,4.13148,1.87965,0,0,121.144,64.4504,0.3628,0.193015,0,"Ni,Ce",No, ,charged,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10364,SIZPUN_clean,19.22538,6.71018,19.22499,0.693763,2153.01,3103.37,0,0,0.757,1.09115,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10365,SOBTUY_clean,5.30158,4.93345,5.25562,1.24028,1722.57,1388.85,0,0,0.5708,0.460217,0,"Cd,Pd",Yes,"Cd,Pd",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10366,SOBZEQ_clean,7.06044,5.44324,7.04565,0.861876,2509.51,2911.69,0,0,0.7062,0.819376,0,"Ca,Cd",Yes,Ca,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10367,SOBZOY_clean,5.37738,4.41402,5.37738,1.12835,1566.4,1388.22,0,0,0.582,0.515796,0,"Cd,Ni",Yes,Ni,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10368,SOCKOM_clean,6.11033,3.35104,6.11033,1.25548,1018.6,811.323,0,0,0.537,0.427725,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10369,SOCLAZ_clean,3.66826,3.40979,3.66826,1.5968,132.944,83.257,0,0,0.3902,0.244364,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370,SOCNAB_clean,4.14604,3.07733,4.10726,1.10961,0,0,448.348,404.061,0.5144,0.463588,0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10371,SOCPOQ_charged,7.14775,3.38394,7.14008,1.12643,1287.28,1142.79,0,0,0.5304,0.470867,0,Cd,No, ,charged,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10372,SOCWIS_clean,4.26724,2.43223,4.26391,2.30844,0,0,337.59,146.242,0.368,0.159415,0,Fe,Yes,Fe,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10373,SOCWOX_clean,3.64888,2.89515,3.64888,1.71098,0,0,170.445,99.6183,0.4742,0.277151,0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10374,SOCWOY_clean,4.33948,2.42713,4.33815,2.27155,0,0,346.913,152.721,0.3876,0.170632,0,"Fe,Co",Yes,Co,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10376,SODNAA_clean,4.92821,3.76656,4.9265,1.39799,1007.61,720.756,0,0,0.501,0.358372,0,Ag,Yes,Ag,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10377,SODQOT_clean,6.38354,5.71555,6.35379,1.16333,2168.31,1863.88,0,0,0.653,0.561321,0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10378,SODXUG_clean,4.72864,4.01613,4.71178,1.34536,905.757,673.244,0,0,0.4682,0.34801,0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10379,SODZIV_clean,6.23207,5.25681,6.23207,1.2688,1153.66,909.256,0,0,0.5338,0.420714,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10380,SOGWIV_charged,4.05004,3.07749,4.02825,1.58004,0,0,678.684,429.536,0.5166,0.326954,0,Cd,No, ,charged,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381,SOGXAP_clean,3.8423,2.54271,3.8423,2.03799,0,0,161.74,79.3625,0.407,0.199707,0,Ce,Yes,Ce,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382,SOHBUO_clean,4.82292,4.04207,4.82292,1.2506,823.12,658.177,0,0,0.481,0.384614,0,Ag,Yes,Ag,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10383,SOHGUS_clean,9.69532,8.17838,9.6883,0.723839,1841.74,2544.41,0,0,0.707,0.976737,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10384,SOHMEI_clean,8.65383,8.02301,8.62464,1.19399,2084.79,1746.06,0,0,0.6688,0.560138,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385,SOHMIM_clean,8.13654,7.41946,8.10265,1.23579,2022.73,1636.78,0,0,0.6656,0.538601,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10386,SOHMOS_clean,6.80627,6.22783,6.7969,1.81758,632.629,348.061,0,0,0.4536,0.249562,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10387,SOHMUY_clean,8.20693,7.56134,7.97833,1.2172,2055.43,1688.66,0,0,0.6606,0.542722,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388,SOHNAF_clean,8.77466,8.24178,8.76382,1.17605,2072.16,1761.97,0,0,0.686,0.583311,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389,SOHNEJ_clean,8.72478,7.97366,8.7184,1.18471,2089.45,1763.69,0,0,0.6672,0.563178,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390,SOHNIN_clean,8.46136,7.91648,8.46136,1.21276,2069.15,1706.15,0,0,0.6704,0.552789,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10391,SOJDEB_clean,4.05829,3.12347,4.04963,1.15595,0,0,745.511,644.936,0.49,0.423895,0,Cr,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10392,SOJGOO_clean,6.25393,4.92061,6.24311,1.24524,1162.74,933.744,0,0,0.513,0.411967,0,Ce,Yes,Ce,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10393,SOJKAF_clean,3.1204,2.56957,3.10496,1.71849,0,0,0,0,0.376,0.218796,0,Cd,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10394,SOJKOT01_clean,3.47216,3.17302,3.47216,1.60583,0,0,20.84,12.9777,0.4446,0.276866,0,Co,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10395,SOJKOT02_clean,3.48201,3.18874,3.47634,1.60292,0,0,27.7363,17.3035,0.4452,0.277742,0,Co,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10396,SOJKOT03_clean,3.48714,3.20549,3.48363,1.59604,0,0,30.7555,19.2699,0.4506,0.282323,0,Co,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10397,SOJSUH_clean,8.78676,6.77563,8.78676,0.847279,2062.57,2434.34,0,0,0.6744,0.79596,0,Gd,Yes,Gd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10398,SOJTOC_clean,4.09266,2.94986,4.05135,1.34552,0,0,355.069,263.89,0.4056,0.301445,0,"Zn,K",Yes,"Zn,K",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401,SOKKOT_ion_b,6.1792,5.66918,6.17838,1.21138,852.75,703.947,80.7869,66.6897,0.5432,0.448412,0,In,No, ,ion_b,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402,SOKKUZ_clean,6.70484,6.32665,6.70484,1.05966,2286.47,2157.74,0,0,0.6502,0.613593,0,In,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10404,SOKWAS_clean,6.00629,4.14523,5.99555,1.89659,1733.95,914.246,0,0,0.6016,0.317201,0,U,Yes,U,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10403,SOKWAS01_clean,5.31439,4.17423,5.31439,1.94035,1774.06,914.299,0,0,0.5988,0.308604,0,U,Yes,U,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10405,SOKWUM_clean,5.85854,4.29712,5.84922,1.62759,2447.15,1503.54,0,0,0.6492,0.398872,0,"Ni,U",Yes,U,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406,SOKXIB_clean,11.6126,7.16546,11.6126,0.857146,1980.64,2310.74,0,0,0.706,0.823663,0,"Cu,Co",Yes,"Cu,Co",clean,N,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407,SOKXOH_clean,22.96741,14.74434,21.68942,0.423627,1862.02,4395.43,0,0,0.8094,1.91064,0,"Cu,Co",Yes,"Cu,Co",clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10410,SOMCON_clean,8.11347,7.39172,8.11088,1.23046,2025.07,1645.79,0,0,0.6712,0.545487,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411,SOMFAC_clean,6.70637,6.34214,6.70637,1.04875,2285.42,2179.2,0,0,0.6702,0.639049,0,In,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10412,SOMFEG_clean,6.71551,6.34258,6.71551,1.05531,2284.15,2164.44,0,0,0.6512,0.61707,0,In,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10413,SOMFIK_clean,6.73279,6.35537,6.73279,1.03071,2266.62,2199.08,0,0,0.6584,0.63878,0,In,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10415,SOMSIY_clean,6.00203,5.70916,6.00203,1.30077,1538.34,1182.64,0,0,0.5758,0.442662,0,Ga,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10416,SONTAR_manual,6.97799,5.28288,6.97799,1.00094,2334.34,2332.14,0,0,0.674,0.673365,0,Pr,Yes,Pr,manual,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10417,SONTEV_clean,5.43437,4.24948,5.43437,1.4845,1179.06,794.252,0,0,0.5352,0.360526,0,Eu,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10418,SONTIZ_clean,6.62072,5.41763,6.62072,1.09079,2319.93,2126.83,0,0,0.6638,0.608548,0,Tb,Yes,Tb,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10419,SONTOF_clean,6.50923,5.39354,6.50923,1.11456,2282.12,2047.56,0,0,0.6604,0.592523,0,Dy,Yes,Dy,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420,SONTUL_neutral_b,11.07564,6.55104,11.07564,0.882976,2163.69,2450.45,0,0,0.717,0.812027,0,Cu,Yes,Cu,neutral_b,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10421,SONVAT_neutral_b,13.18133,6.56576,13.18133,0.88151,2137.18,2424.45,0,0,0.7168,0.81315,0,Cu,Yes,Cu,neutral_b,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10422,SONVEX_neutral_b,13.20026,6.62162,13.20026,0.879921,2126.12,2416.26,0,0,0.7172,0.815073,0,Cu,Yes,Cu,neutral_b,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10423,SONVIB_neutral_b,13.19327,6.63983,13.19327,0.881013,2113.29,2398.7,0,0,0.7204,0.817695,0,Cu,Yes,Cu,neutral_b,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10424,SOPLAM_clean,7.99336,6.43639,7.96868,0.786263,2208.41,2808.75,0,0,0.6702,0.852386,0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10425,SOPLEQ_clean,8.78838,7.50509,8.78838,0.73171,2217.3,3030.3,0,0,0.6802,0.929603,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10426,SOPLIU_clean,8.00418,6.00384,7.95536,0.793634,2093.66,2638.07,0,0,0.6836,0.861354,0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10427,SOPLOA_clean,8.29809,6.85068,8.29809,0.790491,2059.77,2605.68,0,0,0.6598,0.834671,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10428,SOPPOD_clean,2.85187,2.58084,2.85187,2.08302,0,0,0,0,0.334,0.160344,0,"Tb,K",Yes,K,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10431,SOQHIR01_clean,5.29124,3.26263,5.25532,1.49431,0,0,1049.8,702.532,0.5198,0.347852,0,Tb,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10432,SOQJOZ_clean,3.96651,2.53369,3.96651,1.87854,0,0,190.385,101.347,0.4106,0.218574,0,"Mg,Al",Yes,Mg,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437,SORQAT_clean,4.4873,3.3179,4.4873,1.95445,291.285,149.037,124.29,63.5931,0.3762,0.192484,0,Nd,Yes,Nd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438,SORXAA_clean,4.50589,3.34598,4.50589,1.9208,298.888,155.606,146.137,76.081,0.3866,0.20127,0,Pr,Yes,Pr,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10439,SOSFAJ_clean,4.59734,3.39541,4.5342,1.90171,290.071,152.532,123.571,64.9789,0.3594,0.188988,0,La,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,SOSSEA_clean,4.66034,3.46037,4.63504,1.16769,974.945,834.933,0,0,0.5088,0.435731,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10442,SOTBIM_clean,5.21188,2.9066,5.19393,1.48535,0,0,616.213,414.86,0.4698,0.316289,0,Be,Yes,Be,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443,SOTTUR_clean,4.85387,3.54585,4.85387,1.5081,695.909,461.447,0,0,0.4606,0.305417,0,Sr,Yes,Sr,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10444,SOTWOP_clean,6.21348,5.18247,6.21348,1.16378,2263.81,1945.21,0,0,0.6514,0.559726,0,Eu,Yes,Eu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10445,SOTWUV_clean,6.18672,5.12197,6.18672,1.20466,2258.56,1874.85,0,0,0.6516,0.540898,0,Tb,Yes,Tb,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446,SOTXAC_clean,6.12649,5.14189,6.12133,1.25484,2251.96,1794.63,0,0,0.645,0.514011,0,Er,Yes,Er,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447,SOTXEG_neutral,5.04075,3.40746,5.04075,1.50786,630.779,418.326,0,0,0.472,0.313026,0,Yb,No, ,neutral,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10449,SOVHAM_clean,4.88485,4.19849,4.88485,1.17469,1409.46,1199.86,0,0,0.5526,0.470422,0,"Cd,Ni",Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10450,SOVHIU_clean,5.10052,4.091,5.08809,1.5478,1061.11,685.56,0,0,0.4806,0.310506,0,"Cd,Ni",Yes,Ni,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10451,SOVHOA_clean,4.19176,3.82361,4.19176,1.2075,1328.47,1100.17,0,0,0.5406,0.4477,0,"Cd,Ni",Yes,Ni,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10452,SOVLEW_clean,16.78989,6.64048,16.78989,0.755158,2186.99,2896.07,0,0,0.742,0.982576,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10457,SOXDAM_clean,7.87287,4.28499,7.87287,1.75813,1069.27,608.188,0,0,0.4738,0.26949,0,"Tb,Zn",Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10458,SOXDEQ_clean,7.82825,4.19616,7.82511,1.75226,1007.81,575.152,0,0,0.4478,0.255556,0,"Tb,Co",Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10459,SOXHUI_SL,3.17946,2.67031,3.17946,1.45429,0,0,0,0,0.27,0.185657,0,Li,No, ,SL,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
