,name,Largest cavity diameter (?),Pore limiting diameter (?),Largest free pore diameter (?),Density (cm^3/g),Accessible Surface Area (m^2/cm^3),Accessible Surface Area (m^2/g),Nonaccessible Surface Area (m^2/cm^3),Nonaccessible surface area (m^2/g),Accessible volume volume fraction,Accessible Volume (cm^3/g),Nonaccessible Volume (cm^3/g),Metal type,Has open metal site,Type of open metal,Extension,overlap with Free solvent remove COREMOF,from CSD database,public,Has disorder,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,,,,,,,,
10161,SARGUP_clean,11.61678,10.99568,11.61678,1.13145,1593.32,1408.21,0,0,0.6444,0.569535,0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162,SARHAW_clean,11.26396,10.8267,11.26396,1.13289,1578.11,1393,0,0,0.6352,0.560691,0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10163,SARHEA_clean,11.57288,10.94497,11.57288,1.13911,1582.39,1389.14,0,0,0.6384,0.560437,0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164,SARMEE_clean,4.34974,3.44315,4.3363,1.72993,254.091,146.879,149.818,86.6033,0.429,0.247987,0,Eu,Yes,Eu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165,SARMII_clean,4.27353,3.3718,4.25894,1.74631,408.216,233.759,0,0,0.4322,0.247493,0,Gd,Yes,Gd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166,SARMOO_clean,5.19552,2.43072,5.09022,1.4554,0,0,813.986,559.288,0.4822,0.331318,0,Eu,Yes,Eu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167,SARNOQ_clean,9.2766,6.16862,9.2766,1.10826,1838.17,1658.6,0,0,0.6536,0.589751,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10168,SARPIL_clean,6.09702,4.59857,6.00864,0.925107,3214.55,3474.79,0,0,0.7256,0.784342,0,Ag,Yes,Ag,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10172,SARTIR_clean,8.84902,7.39282,8.55302,0.84182,1819.29,2161.13,0,0,0.6546,0.7776,0,Ni,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,SASKIH_clean,3.73163,2.8065,3.72675,1.83974,0,0,147.343,80.0892,0.4642,0.252318,0,V,Yes,V,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10179,SATCIB_clean,6.83956,2.8933,6.83956,1.59573,0,0,1026.71,643.411,0.5088,0.318851,0,"W,Cu",Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10183,SATRIP_clean,5.64735,4.63209,5.64735,1.5207,2001.22,1315.99,0,0,0.609,0.400475,0,Nd,Yes,Nd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10184,SATROV_clean,5.68214,4.67755,5.6433,1.62598,1989.31,1223.46,0,0,0.6086,0.374297,0,Gd,Yes,Gd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10185,SAWJAC_clean,4.04365,3.16605,4.04365,1.66149,0,0,310.471,186.863,0.4034,0.242794,0,Fe,Yes,Fe,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10186,SAXFII_clean,3.19795,2.52927,3.19206,1.73837,0,0,0,0,0.3792,0.218136,0,Cd,Yes,Cd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10187,SAXLEK_clean,9.25038,8.58806,9.25038,1.08002,1714.03,1587.03,0,0,0.6988,0.647023,0,Ag,Yes,Ag,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10188,SAXRIS_clean,6.95604,5.1283,5.82931,1.88243,2109.8,1120.78,0,0,0.5242,0.27847,0.000106246,"Mo,Na",Yes,"Mo,Na",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10189,SAYKIO_clean,4.81299,3.22485,4.81299,1.81919,0,0,552.723,303.83,0.4764,0.261875,0,U,Yes,U,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10190,SAYTOD_clean,6.38142,4.3971,6.36474,1.32305,2428.66,1835.65,0,0,0.7024,0.530895,0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10191,SAYTUJ_clean,5.53716,4.24775,5.50087,1.26647,2678.26,2114.75,0,0,0.7138,0.563615,0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
15160,science.1056698_manual,16.36523,5.22927,16.36523,0.720658,2117.08,2937.7,0,0,0.7092,0.9841,0,Cu,Yes,Cu,manual,Y,N,Y,,Y,QOWRAV,Y,08/12/2000,10.1126/science.1056598,"1 SI, 2 Structure",QOWRAV,QOWQUO,QOWRAV,,,,,,,,,,,,,,,,,,,
10192,SEFBOV_clean,5.65834,5.15011,5.64688,1.02534,2480.47,2419.17,0,0,0.6702,0.653638,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10193,SEFNIB_charged,3.8128,2.96178,3.78426,1.55374,0,0,98.1379,63.1624,0.3558,0.228996,0,Zn,No, ,charged,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10194,SEFSOM_clean,7.74471,4.63206,7.74435,1.3092,888.245,678.465,0,0,0.4856,0.370914,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10195,SEFTOO_clean,11.4429,3.43753,11.4429,0.932976,1481.84,1588.29,0,0,0.6414,0.687478,0,Zn,No, ,clean,N,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10196,SEFTUU_clean,11.47019,3.47366,11.47019,0.90919,1502.21,1652.25,0,0,0.6416,0.705683,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10197,SEFVAC_clean,11.52297,3.67055,11.52297,0.903784,1536.01,1699.54,0,0,0.6434,0.711896,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10199,SEFVEG_clean,11.61384,3.82499,11.61384,0.903214,1567.68,1735.67,0,0,0.6424,0.711238,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10198,SEFVEG02_clean,11.61381,3.82654,11.61381,0.901728,1567.52,1738.35,0,0,0.642,0.711966,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,SEFVOQ_clean,11.25008,3.57512,11.24351,0.952405,1551.06,1628.57,0,0,0.6512,0.683742,0,Zn,No, ,clean,N,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201,SEFVUW_clean,11.26795,3.60856,11.26795,0.928704,1552.88,1672.09,0,0,0.6514,0.701407,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202,SEFWAD_clean,11.60905,3.66396,11.60905,0.909829,1580,1736.59,0,0,0.6436,0.707386,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,SEFWEH_clean,11.26494,3.61002,11.26494,0.914157,1525.26,1668.49,0,0,0.6436,0.704037,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204,SEFWIL_clean,11.33313,3.69478,11.33313,0.92841,1562.33,1682.8,0,0,0.6504,0.700552,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10205,SEFWOR_clean,11.5954,3.6311,11.5954,0.926162,1578.03,1703.84,0,0,0.6492,0.700957,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10206,SEGBIR_clean,10.04679,9.57778,10.04679,1.2245,885.139,722.858,0,0,0.519,0.423847,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10208,SEGMEW_clean,4.54304,3.58735,4.3932,1.55869,710.369,455.747,0,0,0.505,0.32399,0,"Cd,Ni",Yes,Ni,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10209,SEHLAU_clean,3.41293,2.80417,3.3875,2.10818,0,0,0.711404,0.33745,0.3806,0.180535,0,"Zn,Sm",Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10210,SEHLEY_clean,3.36665,2.71265,3.33888,2.12389,0,0,0.0242582,0.0114216,0.3734,0.17581,0,"Zn,Eu",Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10211,SEHLIC_clean,3.34124,2.67544,3.31402,2.15827,0,0,0,0,0.3668,0.169951,0,"Tb,Zn",Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10212,SEHMAU_clean,4.17005,3.3234,4.07766,1.81975,474.19,260.58,7.01416,3.85447,0.467,0.256629,0,"Ru,Er",Yes,Er,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10213,SEHMIC_clean,4.11143,3.27966,3.9951,1.86068,0,0,449.989,241.841,0.4658,0.250338,0,"Ru,Yb",Yes,Yb,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10214,SEHMUO_clean,5.30907,3.99675,5.30907,1.52316,1317.75,865.142,3.37005,2.21254,0.567,0.372253,0,"Ru,Gd",Yes,Gd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10215,SEHNEZ_clean,5.25288,3.93402,5.25288,1.60089,1259.27,786.607,0.906546,0.566275,0.553,0.345433,0,"Ru,Yb",Yes,Yb,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10216,SEHNID_clean,5.75155,4.35756,5.66689,1.44623,1469.69,1016.22,4.17576,2.88733,0.5848,0.404361,0,"Ru,Eu",Yes,Eu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10218,SEHSII_clean,5.51627,4.61799,5.4977,1.32529,2244.33,1693.46,0,0,0.6396,0.482611,0,Tb,Yes,Tb,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10219,SEHSOO_clean,5.47299,4.61822,5.4729,1.35698,2221.14,1636.82,0,0,0.6394,0.471192,0,Ho,Yes,Ho,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10220,SEHSUU_clean,5.44704,4.60331,5.44667,1.3755,2258.75,1642.13,0,0,0.6246,0.454089,0,Er,Yes,Er,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10221,SEHTAB_clean,5.41612,4.59352,5.36104,1.41024,2230.71,1581.8,0,0,0.6402,0.453966,0,Yb,Yes,Yb,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10222,SEHTEF_clean,5.47631,4.61623,5.47631,1.08146,2270.04,2099.06,0,0,0.6446,0.596049,0,Y,Yes,Y,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10223,SEHVOQ_clean,4.8676,3.87877,4.8676,1.74504,1289.65,739.04,0,0,0.497,0.284807,0,V,Yes,V,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10224,SEHXIN_clean,7.02055,6.72566,7.02055,1.5497,1564.27,1009.4,0,0,0.5642,0.364069,0,Eu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10225,SEHZUB_clean,5.72411,4.04304,5.72411,1.14687,1108.91,966.904,0,0,0.5276,0.460036,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10226,SEJBAL_clean,5.28042,3.84303,5.01194,1.17037,1017.74,869.583,0,0,0.5124,0.437809,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10227,SEJHAR_clean,4.83978,2.60297,4.83978,2.73299,0,0,459.841,168.256,0.455,0.166484,0,Ag,Yes,Ag,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10228,SEMFEX_charged,5.91615,4.07041,5.72647,1.27171,639.129,502.574,287.488,226.064,0.4862,0.38232,0,Co,No, ,charged,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10229,SEMFIB_charged,6.30171,4.17949,5.81814,1.31707,655.519,497.709,308.693,234.378,0.512,0.38874,0,Cd,No, ,charged,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10233,SEMPUX_clean,5.04918,3.74577,5.04918,1.19122,1105.38,927.933,0,0,0.5206,0.43703,0,Co,No, ,clean,N,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10234,SENQAE_clean,3.72532,3.51549,3.72532,2.76591,299.271,108.2,0,0,0.4234,0.153078,0,"Zn,Fe",Yes,"Zn,Fe",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10235,SENVIR_clean,15.37344,3.88956,15.37344,0.850165,1726.79,2031.12,0,0,0.6596,0.77585,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10236,SENWAL_clean,8.65122,7.37341,8.63714,0.731865,2340.33,3197.76,0,0,0.7808,1.06686,0,Zn,Yes,Zn,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10237,SENWEP_clean,5.93538,3.31524,5.93538,1.23957,1558.32,1257.15,0,0,0.6436,0.519213,0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10238,SENWIT_clean,8.52908,6.49629,8.43809,0.783284,2511.4,3206.24,0,0,0.7642,0.975636,0,Zn,Yes,Zn,clean,N,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10239,SENWOZ_clean,8.93321,7.13554,8.85614,0.743064,2382.53,3206.36,0,0,0.7776,1.04648,0,Zn,Yes,Zn,clean,N,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10240,SEQSIS_clean,5.53296,4.93164,5.53296,1.1424,1232.92,1079.24,0,0,0.546,0.477942,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10241,SEQSOY_clean,6.18995,5.53555,6.17075,1.00925,1555.89,1541.63,0,0,0.5934,0.587963,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10242,SEQTEP_clean,7.6925,5.22397,7.6925,0.967552,1457.91,1506.8,0,0,0.5822,0.601725,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10245,SERCEZ_clean,10.07441,8.56931,10.07441,0.708098,2363.51,3337.82,0,0,0.7424,1.04844,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10246,SERJOP_clean,8.8151,8.02852,8.80673,1.47492,1445.52,980.069,0,0,0.5668,0.384292,0,Er,Yes,Er,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10247,SERJUV_clean,8.81658,8.12377,8.8037,1.17608,1441.79,1225.93,0,0,0.577,0.490611,0,Y,Yes,Y,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10249,SERKEG_clean,9.10178,8.52081,9.10178,1.31251,1251.72,953.685,0,0,0.55,0.419045,0,Y,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10251,SERLEI_clean,11.28347,6.23061,11.2833,0.73908,2383.12,3224.44,0,0,0.7306,0.988527,0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10252,SERWAP_clean,5.42763,4.05857,5.33801,0.873598,1883.71,2156.27,0,0,0.6098,0.698033,0,"Zn,Si",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10253,SERWET_clean,5.26286,3.5348,5.17332,1.00337,1282.88,1278.58,0,0,0.555,0.553137,0,"Zn,Si",No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10254,SERWIX_clean,5.07507,4.00874,5.06633,0.83188,1576.83,1895.5,14.3781,17.2839,0.6032,0.725105,0,"Zn,Si",Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10256,SESDEA_clean,3.28889,2.67675,3.2731,1.93436,0,0,0,0,0.3564,0.184247,0,Eu,Yes,Eu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10255,SESDEA01_clean,3.29226,2.68487,3.28844,1.93015,0,0,0,0,0.3566,0.184752,0,Eu,Yes,Eu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10257,SESLUZ_clean,5.3028,4.79056,5.23858,2.17471,1211.49,557.081,0,0,0.5374,0.247113,0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10259,SETDUS_clean,4.71148,4.0993,4.71148,1.05303,1402.23,1331.61,0,0,0.6032,0.572822,0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10260,SETFUT_clean,3.9907,2.59315,3.9907,1.51085,0,0,723.966,479.179,0.5038,0.333456,0,Cd,Yes,Cd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10261,SETPEO_clean,14.47047,3.66339,14.46844,0.794221,1742.27,2193.69,0,0,0.7298,0.918888,0,In,Yes,In,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10262,SETQAL_clean,4.42679,4.26632,4.42679,1.31307,1092.38,831.931,0,0,0.5278,0.40196,0,Fe,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10263,SETQEP_clean,4.49444,4.34625,4.49444,1.29869,1133.37,872.699,0,0,0.5334,0.410721,0,Fe,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10264,SETQIT_clean,4.41727,4.22902,4.41727,1.31505,1081.66,822.523,0,0,0.5234,0.398009,0,Fe,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265,SETQOZ_SL,7.85539,7.34267,7.85421,0.993925,1777.54,1788.41,0,0,0.6354,0.639284,0,Fe,No, ,SL,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266,SETQUF_SL,7.76352,7.22608,7.76352,0.996606,1737.41,1743.32,0,0,0.6204,0.622513,0,Fe,No, ,SL,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10267,SETRAM_clean,8.05582,7.60574,8.05085,0.990751,1790.54,1807.25,0,0,0.6356,0.641533,0,Fe,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268,SETSIV_clean,10.19056,8.58608,10.19056,0.702208,2298.35,3273.03,0,0,0.7264,1.03445,0,"Zn,Cr",Yes,Cr,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,SETSOB_clean,6.38657,4.98443,6.37723,0.814512,2668.09,3275.69,0,0,0.6874,0.843941,0,"Zn,Cr",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270,SETSUH_clean,12.36294,8.82747,12.35258,0.624621,2037.67,3262.24,0,0,0.779,1.24716,0,"Zn,Cr",Yes,"Zn,Cr",clean,N,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271,SETTAO_clean,13.88196,10.03543,13.88196,0.534109,2056.79,3850.88,0,0,0.786,1.47161,0,"Zn,Cr",Yes,"Zn,Cr",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10272,SETWOF_clean,4.09182,2.56398,4.09182,1.91088,0,0,261.407,136.8,0.4628,0.242193,0,"Mo,Co",Yes,"Mo,Co",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273,SETWUL_clean,3.71353,2.9815,3.7011,2.05864,0,0,101.525,49.3167,0.432,0.209847,0,"Mo,Co",Yes,"Mo,Co",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274,SETXAS_clean,3.80992,3.02112,3.70447,2.01139,0,0,214.938,106.86,0.4678,0.232576,0,"Mo,Zn",Yes,"Mo,Zn",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10275,SETXEW_clean,4.58511,3.92335,4.57028,2.3001,529.435,230.179,0,0,0.417,0.181296,0,"Mo,Zn",Yes,"Mo,Zn",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10276,SETXIA_clean,9.22567,2.93401,4.70696,1.31966,0,0,739.825,560.616,0.5214,0.395101,0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10277,SEVLEM_clean,9.1752,7.37433,9.1752,0.963135,2062.24,2141.17,0,0,0.6686,0.694191,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10280,SEVWEV_clean_h,3.1447,2.52683,3.07156,1.94884,0,0,0,0,0.4256,0.218386,0,Nd,Yes,Nd,clean_h,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10281,SEWCED_clean,12.17369,9.5104,12.17369,0.810307,1760.05,2172.08,0,0,0.6728,0.830303,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282,SEYDUW_clean,4.09478,3.2522,4.09478,1.64876,0,0,365.072,221.422,0.4714,0.285911,0,Y,Yes,Y,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10283,SEYFAE_clean,4.13987,3.30607,4.13987,2.02738,0,0,435.466,214.793,0.471,0.23232,0,Er,Yes,Er,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10284,SEYFEI_clean,4.05966,3.18681,4.05966,2.14126,0,0,327.325,152.866,0.4646,0.216976,0,Lu,Yes,Lu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285,SEYNAM_clean,4.61019,3.49627,4.57613,1.21074,674.404,557.017,0,0,0.4702,0.388357,0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10286,SEYQIW_clean,5.89707,5.20358,5.89707,1.03265,2825.78,2736.42,0,0,0.6948,0.672829,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287,SEZPIY_clean,4.97649,3.71436,4.80086,1.82817,1160.84,634.973,0,0,0.5496,0.300629,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288,SEZPOE_clean,4.80607,4.08896,4.78655,1.66902,1314.15,787.374,0,0,0.5938,0.355777,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10290,SIBDEO_clean,4.05172,3.23248,4.05172,1.39183,0,0,169.112,121.503,0.4274,0.307077,0,Cd,Yes,Cd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10291,SIBLAQ_clean,3.7637,3.02186,3.7637,1.49639,0,0,366.029,244.608,0.526,0.351513,0,Al,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292,SIBMIB_clean,3.58684,2.48118,3.39949,2.03136,0,0,27.2502,13.4148,0.3882,0.191103,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10293,SICCAK_clean,5.45447,3.14537,5.43364,1.27061,0,0,624.132,491.205,0.4498,0.354002,0,Co,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294,SICDAL_clean,2.83865,2.57119,2.83865,1.71176,0,0,0,0,0.3988,0.232977,0,Ga,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296,SICZOV_clean,18.76086,11.86635,18.76086,0.419881,1773.06,4222.76,0,0,0.8408,2.00247,0,In,Yes,In,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10297,SIDCAL_clean,9.18075,7.95829,9.18075,1.0779,1545.97,1434.24,0,0,0.5948,0.551815,0,Cd,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10298,SIFVAG_clean,5.52904,3.49181,5.49354,1.16245,673.998,579.808,0,0,0.4796,0.412577,0,"Na,Ag",Yes,"Na,Ag",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299,SIHLUQ_clean,6.79694,3.06642,6.79694,1.50048,0,0,1308.6,872.123,0.5456,0.363617,0,Al,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301,SIKGAW_clean,4.92676,4.21433,4.92676,0.888887,2386.29,2684.58,0,0,0.6492,0.730352,0,Cu,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303,SIKJOM_clean,4.32762,2.99344,4.29007,1.20467,0,0,502.709,417.299,0.5312,0.44095,0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304,SIKYER_clean,6.53029,4.26393,6.50771,1.2109,2088.91,1725.09,0,0,0.6104,0.504089,0,Eu,Yes,Eu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10305,SINLAE_clean,6.69716,5.18096,6.69716,1.19378,889.708,745.285,0,0,0.5462,0.457538,0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10306,SINQAH_clean,4.03021,3.21832,4.02236,2.09821,0,0,248.476,118.423,0.4642,0.221237,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10307,SINQEL_clean,5.80887,4.60559,5.80549,1.29073,2087.2,1617.07,0,0,0.6484,0.502351,0,Zn,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
10308,SINVAM_clean,4.31766,3.04283,4.31766,2.07819,0,0,366.904,176.55,0.4626,0.222598,0,Fe,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
